Player/Position/Team/Season,Player,Position,Team,Season ,Game Strength State,Player (Original),GP,Season,TOI,TOI%,TOI% QoC,TOI% QoT
MIKE HOFFMANFSTL20-21,Mike Hoffman,F,STL,20-21,Power Play,MIKE HOFFMAN,52,20202021,99.25,43.46%,36.28%,42.59%
ZACH SANFORDFSTL20-21,Zach Sanford,F,STL,20-21,Power Play,ZACH SANFORD,52,20202021,47.4,21.32%,34.16%,38.88%
AUSTON MATTHEWSFTOR20-21,Auston Matthews,F,TOR,20-21,Power Play,AUSTON MATTHEWS,52,20202021,163.4,69.51%,43.73%,53.57%
ADAM LOWRYFWPG20-21,Adam Lowry,F,WPG,20-21,Power Play,ADAM LOWRY,52,20202021,41.36666667,16.00%,36.58%,38.00%
DERICK BRASSARDFARI20-21,Derick Brassard,F,ARI,20-21,Power Play,DERICK BRASSARD,53,20202021,124.6,43.76%,37.01%,44.96%
BRAD MARCHANDFBOS20-21,Brad Marchand,F,BOS,20-21,Power Play,BRAD MARCHAND,53,20202021,168.1166667,67.68%,40.35%,57.53%
JEFF SKINNERFBUF20-21,Jeff Skinner,F,BUF,20-21,Power Play,JEFF SKINNER,53,20202021,66.35,29.69%,36.98%,33.38%
TAYLOR HALLFBUF/BOS20-21,Taylor Hall,F,BUF/BOS,20-21,Power Play,TAYLOR HALL,53,20202021,137.3666667,62.06%,39.29%,61.28%
ERIC STAALFBUF/MTL20-21,Eric Staal,F,BUF/MTL,20-21,Power Play,ERIC STAAL,53,20202021,71.78333333,31.31%,38.52%,41.81%
JORDAN STAALFCAR20-21,Jordan Staal,F,CAR,20-21,Power Play,JORDAN STAAL,53,20202021,139.9333333,59.33%,40.47%,61.36%
MARTIN NECASFCAR20-21,Martin Necas,F,CAR,20-21,Power Play,MARTIN NECAS,53,20202021,97.58333333,40.07%,37.40%,42.64%
WARREN FOEGELEFCAR20-21,Warren Foegele,F,CAR,20-21,Power Play,WARREN FOEGELE,53,20202021,6.2,2.66%,35.69%,24.17%
ANDRE BURAKOVSKYFCOL20-21,Andre Burakovsky,F,COL,20-21,Power Play,ANDRE BURAKOVSKY,53,20202021,113.35,36.97%,36.21%,43.34%
VLADISLAV NAMESTNIKOVFDET20-21,Vladislav Namestnikov,F,DET,20-21,Power Play,VLADISLAV NAMESTNIKOV,53,20202021,44.83333333,18.41%,37.35%,38.72%
PHILLIP DANAULTFMTL20-21,Phillip Danault,F,MTL,20-21,Power Play,PHILLIP DANAULT,53,20202021,18.51666667,7.74%,38.02%,38.06%
TIM STÜTZLEFOTT20-21,Tim StÜtzle,F,OTT,20-21,Power Play,TIM STÜTZLE,53,20202021,149.8666667,54.63%,43.41%,53.97%
JAKUB VORACEKFPHI20-21,Jakub Voracek,F,PHI,20-21,Power Play,JAKUB VORACEK,53,20202021,136.2,52.42%,39.49%,45.71%
SCOTT LAUGHTONFPHI20-21,Scott Laughton,F,PHI,20-21,Power Play,SCOTT LAUGHTON,53,20202021,6.166666667,2.37%,36.37%,31.70%
LOGAN COUTUREFS.J20-21,Logan Couture,F,S.J,20-21,Power Play,LOGAN COUTURE,53,20202021,134.0666667,54.40%,37.87%,50.21%
J.T. MILLERFVAN20-21,J.t. Miller,F,VAN,20-21,Power Play,J.T. MILLER,53,20202021,181.0333333,74.47%,42.34%,67.93%
REILLY SMITHFVGK20-21,Reilly Smith,F,VGK,20-21,Power Play,REILLY SMITH,53,20202021,123.2166667,44.91%,36.38%,44.73%
CONOR SHEARYFWSH20-21,Conor Sheary,F,WSH,20-21,Power Play,CONOR SHEARY,53,20202021,53.23333333,22.66%,35.13%,43.55%
T.J. OSHIEFWSH20-21,T.j. Oshie,F,WSH,20-21,Power Play,T.J. OSHIE,53,20202021,159.2333333,65.36%,39.95%,63.82%
CRAIG SMITHFBOS20-21,Craig Smith,F,BOS,20-21,Power Play,CRAIG SMITH,54,20202021,80.78333333,31.36%,37.81%,37.47%
PATRICE BERGERONFBOS20-21,Patrice Bergeron,F,BOS,20-21,Power Play,PATRICE BERGERON,54,20202021,174.8833333,66.70%,40.44%,58.40%
SAM REINHARTFBUF20-21,Sam Reinhart,F,BUF,20-21,Power Play,SAM REINHART,54,20202021,160.7,70.95%,40.26%,60.19%
MAX DOMIFCBJ20-21,Max Domi,F,CBJ,20-21,Power Play,MAX DOMI,54,20202021,83.06666667,43.60%,39.86%,43.81%
MIKAEL BACKLUNDFCGY20-21,Mikael Backlund,F,CGY,20-21,Power Play,MIKAEL BACKLUND,54,20202021,86.45,31.18%,39.79%,36.32%
PHILIPP KURASHEVFCHI20-21,Philipp Kurashev,F,CHI,20-21,Power Play,PHILIPP KURASHEV,54,20202021,77.2,26.26%,36.71%,36.10%
GABRIEL LANDESKOGFCOL20-21,Gabriel Landeskog,F,COL,20-21,Power Play,GABRIEL LANDESKOG,54,20202021,222.95,68.93%,38.18%,57.97%
TYSON JOSTFCOL20-21,Tyson Jost,F,COL,20-21,Power Play,TYSON JOST,54,20202021,16.95,5.24%,34.25%,29.41%
ANDREW COGLIANOFDAL20-21,Andrew Cogliano,F,DAL,20-21,Power Play,ANDREW COGLIANO,54,20202021,7.583333333,3.03%,31.92%,24.02%
LUKE GLENDENINGFDET20-21,Luke Glendening,F,DET,20-21,Power Play,LUKE GLENDENING,54,20202021,4.733333333,1.92%,33.71%,20.25%
GABRIEL VILARDIFL.A20-21,Gabriel Vilardi,F,L.A,20-21,Power Play,GABRIEL VILARDI,54,20202021,102.6333333,37.62%,34.01%,33.59%
JEFF CARTERFL.A/PIT20-21,Jeff Carter,F,L.A/PIT,20-21,Power Play,JEFF CARTER,54,20202021,107.7833333,38.77%,35.50%,34.40%
VICTOR RASKFMIN20-21,Victor Rask,F,MIN,20-21,Power Play,VICTOR RASK,54,20202021,106.1,38.40%,37.65%,44.70%
YEGOR SHARANGOVICHFN.J20-21,Yegor Sharangovich,F,N.J,20-21,Power Play,YEGOR SHARANGOVICH,54,20202021,53.55,20.83%,37.95%,42.46%
COLTON SISSONSFNSH20-21,Colton Sissons,F,NSH,20-21,Power Play,COLTON SISSONS,54,20202021,9.1,3.68%,37.68%,30.43%
JEAN-GABRIEL PAGEAUFNYI20-21,Jean-gabriel Pageau,F,NYI,20-21,Power Play,JEAN-GABRIEL PAGEAU,54,20202021,96.55,40.31%,38.40%,44.70%
JOSH BAILEYFNYI20-21,Josh Bailey,F,NYI,20-21,Power Play,JOSH BAILEY,54,20202021,107.1666667,45.52%,38.53%,44.83%
MATT MARTINFNYI20-21,Matt Martin,F,NYI,20-21,Power Play,MATT MARTIN,54,20202021,25.68333333,10.41%,37.97%,42.75%
KEVIN ROONEYFNYR20-21,Kevin Rooney,F,NYR,20-21,Power Play,KEVIN ROONEY,54,20202021,4.966666667,1.86%,31.43%,16.62%
PAVEL BUCHNEVICHFNYR20-21,Pavel Buchnevich,F,NYR,20-21,Power Play,PAVEL BUCHNEVICH,54,20202021,113.9666667,40.63%,38.75%,44.81%
CLAUDE GIROUXFPHI20-21,Claude Giroux,F,PHI,20-21,Power Play,CLAUDE GIROUX,54,20202021,140.35,51.83%,39.24%,45.78%
TIMO MEIERFS.J20-21,Timo Meier,F,S.J,20-21,Power Play,TIMO MEIER,54,20202021,91.75,36.08%,34.98%,38.34%
ILYA MIKHEYEVFTOR20-21,Ilya Mikheyev,F,TOR,20-21,Power Play,ILYA MIKHEYEV,54,20202021,8.116666667,3.30%,35.15%,24.53%
JASON SPEZZAFTOR20-21,Jason Spezza,F,TOR,20-21,Power Play,JASON SPEZZA,54,20202021,70.51666667,28.94%,38.58%,36.50%
MAX COMTOISFANA20-21,Max Comtois,F,ANA,20-21,Power Play,MAX COMTOIS,55,20202021,93.05,43.79%,37.14%,41.66%
ANDREI SVECHNIKOVFCAR20-21,Andrei Svechnikov,F,CAR,20-21,Power Play,ANDREI SVECHNIKOV,55,20202021,159.2166667,64.69%,40.90%,61.25%
PIUS SUTERFCHI20-21,Pius Suter,F,CHI,20-21,Power Play,PIUS SUTER,55,20202021,75.2,25.20%,37.33%,37.35%
VALERI NICHUSHKINFCOL20-21,Valeri Nichushkin,F,COL,20-21,Power Play,VALERI NICHUSHKIN,55,20202021,49.05,15.12%,33.90%,30.88%
DENIS GURIANOVFDAL20-21,Denis Gurianov,F,DAL,20-21,Power Play,DENIS GURIANOV,55,20202021,118.05,45.33%,38.78%,48.98%
RADEK FAKSAFDAL20-21,Radek Faksa,F,DAL,20-21,Power Play,RADEK FAKSA,55,20202021,86.6,33.00%,36.07%,36.73%
JESSE PULJUJARVIFEDM20-21,Jesse Puljujarvi,F,EDM,20-21,Power Play,JESSE PULJUJARVI,55,20202021,58.85,22.48%,40.36%,58.13%
JONATHAN HUBERDEAUFFLA20-21,Jonathan Huberdeau,F,FLA,20-21,Power Play,JONATHAN HUBERDEAU,55,20202021,233.9666667,75.44%,39.82%,62.18%
ALEX IAFALLOFL.A20-21,Alex Iafallo,F,L.A,20-21,Power Play,ALEX IAFALLO,55,20202021,154.0833333,56.07%,38.68%,58.75%
KIRILL KAPRIZOVFMIN20-21,Kirill Kaprizov,F,MIN,20-21,Power Play,KIRILL KAPRIZOV,55,20202021,176.2333333,61.13%,38.97%,42.99%
NICK BONINOFMIN20-21,Nick Bonino,F,MIN,20-21,Power Play,NICK BONINO,55,20202021,102.15,35.68%,37.98%,45.94%
MILES WOODFN.J20-21,Miles Wood,F,N.J,20-21,Power Play,MILES WOOD,55,20202021,101.6333333,38.67%,38.19%,39.95%
JORDAN EBERLEFNYI20-21,Jordan Eberle,F,NYI,20-21,Power Play,JORDAN EBERLE,55,20202021,125.7666667,51.15%,38.06%,43.66%
MATHEW BARZALFNYI20-21,Mathew Barzal,F,NYI,20-21,Power Play,MATHEW BARZAL,55,20202021,137.2166667,55.46%,38.08%,43.01%
CHRIS TIERNEYFOTT20-21,Chris Tierney,F,OTT,20-21,Power Play,CHRIS TIERNEY,55,20202021,7.666666667,2.71%,36.37%,31.58%
EVGENY DADONOVFOTT20-21,Evgeny Dadonov,F,OTT,20-21,Power Play,EVGENY DADONOV,55,20202021,159.55,55.76%,42.37%,51.98%
JOEL FARABEEFPHI20-21,Joel Farabee,F,PHI,20-21,Power Play,JOEL FARABEE,55,20202021,109.7833333,39.15%,39.17%,46.84%
KEVIN HAYESFPHI20-21,Kevin Hayes,F,PHI,20-21,Power Play,KEVIN HAYES,55,20202021,136.45,48.59%,38.63%,45.52%
SIDNEY CROSBYFPIT20-21,Sidney Crosby,F,PIT,20-21,Power Play,SIDNEY CROSBY,55,20202021,164,68.72%,39.43%,62.05%
KEVIN LABANCFS.J20-21,Kevin Labanc,F,S.J,20-21,Power Play,KEVIN LABANC,55,20202021,117.1666667,46.52%,36.45%,48.22%
JORDAN KYROUFSTL20-21,Jordan Kyrou,F,STL,20-21,Power Play,JORDAN KYROU,55,20202021,67.73333333,28.31%,35.09%,38.38%
BLAKE COLEMANFT.B20-21,Blake Coleman,F,T.B,20-21,Power Play,BLAKE COLEMAN,55,20202021,20.45,7.22%,31.10%,30.44%
ONDREJ PALATFT.B20-21,Ondrej Palat,F,T.B,20-21,Power Play,ONDREJ PALAT,55,20202021,170.75,61.22%,41.14%,60.06%
PATRICK MAROONFT.B20-21,Patrick Maroon,F,T.B,20-21,Power Play,PATRICK MAROON,55,20202021,85.33333333,30.59%,36.79%,34.42%
TYLER JOHNSONFT.B20-21,Tyler Johnson,F,T.B,20-21,Power Play,TYLER JOHNSON,55,20202021,83.53333333,29.67%,36.88%,36.46%
MITCH MARNERFTOR20-21,Mitch Marner,F,TOR,20-21,Power Play,MITCH MARNER,55,20202021,167.1833333,67.92%,43.67%,53.94%
ALEX TUCHFVGK20-21,Alex Tuch,F,VGK,20-21,Power Play,ALEX TUCH,55,20202021,111.1833333,39.36%,35.76%,45.91%
JONATHAN MARCHESSAULTFVGK20-21,Jonathan Marchessault,F,VGK,20-21,Power Play,JONATHAN MARCHESSAULT,55,20202021,139.1833333,48.32%,36.81%,45.77%
MARK STONEFVGK20-21,Mark Stone,F,VGK,20-21,Power Play,MARK STONE,55,20202021,163.45,57.46%,38.78%,49.29%
ANDREW COPPFWPG20-21,Andrew Copp,F,WPG,20-21,Power Play,ANDREW COPP,55,20202021,98.43333333,36.31%,37.66%,37.37%
NICKLAS BACKSTROMFWSH20-21,Nicklas Backstrom,F,WSH,20-21,Power Play,NICKLAS BACKSTROM,55,20202021,165.6666667,67.00%,39.95%,63.37%
CHRISTIAN DVORAKFARI20-21,Christian Dvorak,F,ARI,20-21,Power Play,CHRISTIAN DVORAK,56,20202021,157.3666667,53.14%,38.23%,48.13%
CLAYTON KELLERFARI20-21,Clayton Keller,F,ARI,20-21,Power Play,CLAYTON KELLER,56,20202021,152.9666667,51.65%,37.48%,44.28%
PHIL KESSELFARI20-21,Phil Kessel,F,ARI,20-21,Power Play,PHIL KESSEL,56,20202021,158.6333333,53.57%,38.29%,42.75%
NICK RITCHIEFBOS20-21,Nick Ritchie,F,BOS,20-21,Power Play,NICK RITCHIE,56,20202021,150.1,56.50%,40.11%,60.29%
VICTOR OLOFSSONFBUF20-21,Victor Olofsson,F,BUF,20-21,Power Play,VICTOR OLOFSSON,56,20202021,162.7166667,67.82%,40.10%,61.99%
NINO NIEDERREITERFCAR20-21,Nino Niederreiter,F,CAR,20-21,Power Play,NINO NIEDERREITER,56,20202021,84.95,33.56%,36.09%,34.13%
SEBASTIAN AHOFCAR20-21,Sebastian Aho,F,CAR,20-21,Power Play,SEBASTIAN AHO,56,20202021,166.9166667,65.94%,40.57%,60.04%
CAM ATKINSONFCBJ20-21,Cam Atkinson,F,CBJ,20-21,Power Play,CAM ATKINSON,56,20202021,115.9333333,59.68%,40.77%,47.10%
OLIVER BJORKSTRANDFCBJ20-21,Oliver Bjorkstrand,F,CBJ,20-21,Power Play,OLIVER BJORKSTRAND,56,20202021,86.08333333,44.32%,39.72%,44.93%
ANDREW MANGIAPANEFCGY20-21,Andrew Mangiapane,F,CGY,20-21,Power Play,ANDREW MANGIAPANE,56,20202021,98.8,34.54%,40.25%,36.50%
ELIAS LINDHOLMFCGY20-21,Elias Lindholm,F,CGY,20-21,Power Play,ELIAS LINDHOLM,56,20202021,173.2666667,60.58%,43.33%,55.61%
JOHNNY GAUDREAUFCGY20-21,Johnny Gaudreau,F,CGY,20-21,Power Play,JOHNNY GAUDREAU,56,20202021,184.2833333,64.43%,43.32%,53.77%
MATTHEW TKACHUKFCGY20-21,Matthew Tkachuk,F,CGY,20-21,Power Play,MATTHEW TKACHUK,56,20202021,173.85,60.78%,43.57%,55.26%
MILAN LUCICFCGY20-21,Milan Lucic,F,CGY,20-21,Power Play,MILAN LUCIC,56,20202021,82.2,28.74%,38.85%,33.96%
DOMINIK KUBALIKFCHI20-21,Dominik Kubalik,F,CHI,20-21,Power Play,DOMINIK KUBALIK,56,20202021,137.0666667,45.07%,38.46%,46.17%
PATRICK KANEFCHI20-21,Patrick Kane,F,CHI,20-21,Power Play,PATRICK KANE,56,20202021,219.5166667,72.18%,40.66%,50.47%
MATTIAS JANMARKFCHI/VGK20-21,Mattias Janmark,F,CHI/VGK,20-21,Power Play,MATTIAS JANMARK,56,20202021,100.5333333,33.43%,37.02%,41.56%
NAZEM KADRIFCOL20-21,Nazem Kadri,F,COL,20-21,Power Play,NAZEM KADRI,56,20202021,168.45,50.90%,36.52%,55.24%
JOE PAVELSKIFDAL20-21,Joe Pavelski,F,DAL,20-21,Power Play,JOE PAVELSKI,56,20202021,168.4333333,64.19%,40.57%,53.81%
ANTHONY MANTHAFDET/WSH20-21,Anthony Mantha,F,DET/WSH,20-21,Power Play,ANTHONY MANTHA,56,20202021,135.1333333,47.54%,38.92%,44.82%
CONNOR MCDAVIDFEDM20-21,Connor Mcdavid,F,EDM,20-21,Power Play,CONNOR MCDAVID,56,20202021,230.85,86.69%,43.19%,68.63%
LEON DRAISAITLFEDM20-21,Leon Draisaitl,F,EDM,20-21,Power Play,LEON DRAISAITL,56,20202021,231.8166667,87.05%,43.26%,68.49%
ALEX WENNBERGFFLA20-21,Alex Wennberg,F,FLA,20-21,Power Play,ALEX WENNBERG,56,20202021,106.7333333,33.53%,37.75%,43.49%
FRANK VATRANOFFLA20-21,Frank Vatrano,F,FLA,20-21,Power Play,FRANK VATRANO,56,20202021,87.63333333,27.53%,36.37%,32.00%
ADRIAN KEMPEFL.A20-21,Adrian Kempe,F,L.A,20-21,Power Play,ADRIAN KEMPE,56,20202021,160.6333333,57.21%,39.27%,57.82%
ANZE KOPITARFL.A20-21,Anze Kopitar,F,L.A,20-21,Power Play,ANZE KOPITAR,56,20202021,176.7333333,62.94%,38.71%,55.33%
TREVOR MOOREFL.A20-21,Trevor Moore,F,L.A,20-21,Power Play,TREVOR MOORE,56,20202021,37.73333333,13.44%,33.01%,34.91%
JOEL ERIKSSON EKFMIN20-21,Joel Eriksson Ek,F,MIN,20-21,Power Play,JOEL ERIKSSON EK,56,20202021,68.3,23.37%,37.24%,41.95%
JORDAN GREENWAYFMIN20-21,Jordan Greenway,F,MIN,20-21,Power Play,JORDAN GREENWAY,56,20202021,30.21666667,10.34%,35.47%,38.12%
JESPERI KOTKANIEMIFMTL20-21,Jesperi Kotkaniemi,F,MTL,20-21,Power Play,JESPERI KOTKANIEMI,56,20202021,105.6666667,42.06%,41.14%,42.90%
NICK SUZUKIFMTL20-21,Nick Suzuki,F,MTL,20-21,Power Play,NICK SUZUKI,56,20202021,132.9333333,52.91%,43.40%,46.41%
JACK HUGHESFN.J20-21,Jack Hughes,F,N.J,20-21,Power Play,JACK HUGHES,56,20202021,163.5166667,61.80%,40.01%,43.08%
BROCK NELSONFNYI20-21,Brock Nelson,F,NYI,20-21,Power Play,BROCK NELSON,56,20202021,117.4166667,47.07%,38.46%,44.64%
CASEY CIZIKASFNYI20-21,Casey Cizikas,F,NYI,20-21,Power Play,CASEY CIZIKAS,56,20202021,5.5,2.20%,31.53%,18.51%
ALEXIS LAFRENIÈREFNYR20-21,Alexis LafreniÈre,F,NYR,20-21,Power Play,ALEXIS LAFRENIÈRE,56,20202021,64.86666667,22.49%,36.38%,31.62%
MIKA ZIBANEJADFNYR20-21,Mika Zibanejad,F,NYR,20-21,Power Play,MIKA ZIBANEJAD,56,20202021,197.4666667,68.45%,40.78%,61.16%
RYAN STROMEFNYR20-21,Ryan Strome,F,NYR,20-21,Power Play,RYAN STROME,56,20202021,173.6,60.18%,40.91%,62.13%
BRADY TKACHUKFOTT20-21,Brady Tkachuk,F,OTT,20-21,Power Play,BRADY TKACHUK,56,20202021,182.2166667,62.80%,44.11%,54.74%
CONNOR BROWNFOTT20-21,Connor Brown,F,OTT,20-21,Power Play,CONNOR BROWN,56,20202021,75.41666667,25.99%,38.78%,38.65%
DRAKE BATHERSONFOTT20-21,Drake Batherson,F,OTT,20-21,Power Play,DRAKE BATHERSON,56,20202021,178.55,61.54%,44.16%,54.89%
JOSH NORRISFOTT20-21,Josh Norris,F,OTT,20-21,Power Play,JOSH NORRIS,56,20202021,139.5166667,48.09%,43.04%,49.76%
NICK PAULFOTT20-21,Nick Paul,F,OTT,20-21,Power Play,NICK PAUL,56,20202021,20.51666667,7.07%,36.48%,35.94%
JAMES VAN RIEMSDYKFPHI20-21,James Van Riemsdyk,F,PHI,20-21,Power Play,JAMES VAN RIEMSDYK,56,20202021,150.3666667,53.04%,39.29%,46.53%
BRYAN RUSTFPIT20-21,Bryan Rust,F,PIT,20-21,Power Play,BRYAN RUST,56,20202021,154.1833333,63.24%,39.58%,63.64%
JAKE GUENTZELFPIT20-21,Jake Guentzel,F,PIT,20-21,Power Play,JAKE GUENTZEL,56,20202021,166.45,68.27%,39.50%,62.23%
EVANDER KANEFS.J20-21,Evander Kane,F,S.J,20-21,Power Play,EVANDER KANE,56,20202021,152.6833333,59.07%,38.15%,48.77%
PATRICK MARLEAUFS.J20-21,Patrick Marleau,F,S.J,20-21,Power Play,PATRICK MARLEAU,56,20202021,59.66666667,23.08%,32.99%,42.87%
BRAYDEN SCHENNFSTL20-21,Brayden Schenn,F,STL,20-21,Power Play,BRAYDEN SCHENN,56,20202021,138.3333333,57.36%,39.28%,54.86%
DAVID PERRONFSTL20-21,David Perron,F,STL,20-21,Power Play,DAVID PERRON,56,20202021,150.5833333,62.44%,39.54%,52.84%
RYAN O'REILLYFSTL20-21,Ryan O'reilly,F,STL,20-21,Power Play,RYAN O'REILLY,56,20202021,147.0666667,60.99%,39.59%,53.42%
ALEX KILLORNFT.B20-21,Alex Killorn,F,T.B,20-21,Power Play,ALEX KILLORN,56,20202021,167.9833333,58.50%,40.55%,59.25%
BRAYDEN POINTFT.B20-21,Brayden Point,F,T.B,20-21,Power Play,BRAYDEN POINT,56,20202021,183.7833333,64.00%,40.82%,58.42%
MATHIEU JOSEPHFT.B20-21,Mathieu Joseph,F,T.B,20-21,Power Play,MATHIEU JOSEPH,56,20202021,4.733333333,1.65%,22.37%,22.90%
YANNI GOURDEFT.B20-21,Yanni Gourde,F,T.B,20-21,Power Play,YANNI GOURDE,56,20202021,100.0666667,34.85%,36.26%,34.45%
ALEX KERFOOTFTOR20-21,Alex Kerfoot,F,TOR,20-21,Power Play,ALEX KERFOOT,56,20202021,33.26666667,13.30%,38.68%,40.72%
JOHN TAVARESFTOR20-21,John Tavares,F,TOR,20-21,Power Play,JOHN TAVARES,56,20202021,143.3833333,57.32%,43.64%,53.77%
BO HORVATFVAN20-21,Bo Horvat,F,VAN,20-21,Power Play,BO HORVAT,56,20202021,189.4833333,72.40%,42.25%,68.41%
BROCK BOESERFVAN20-21,Brock Boeser,F,VAN,20-21,Power Play,BROCK BOESER,56,20202021,199.7833333,76.33%,41.99%,66.54%
NILS HOGLANDERFVAN20-21,Nils Hoglander,F,VAN,20-21,Power Play,NILS HOGLANDER,56,20202021,78.71666667,30.08%,38.77%,40.17%
WILLIAM KARLSSONFVGK20-21,William Karlsson,F,VGK,20-21,Power Play,WILLIAM KARLSSON,56,20202021,152.6666667,52.56%,38.54%,48.60%
KYLE CONNORFWPG20-21,Kyle Connor,F,WPG,20-21,Power Play,KYLE CONNOR,56,20202021,169.5,62.02%,42.80%,58.11%
MARK SCHEIFELEFWPG20-21,Mark Scheifele,F,WPG,20-21,Power Play,MARK SCHEIFELE,56,20202021,182.7166667,66.86%,42.32%,55.92%
MASON APPLETONFWPG20-21,Mason Appleton,F,WPG,20-21,Power Play,MASON APPLETON,56,20202021,30.18333333,11.04%,40.04%,55.61%
MATHIEU PERREAULTFWPG20-21,Mathieu Perreault,F,WPG,20-21,Power Play,MATHIEU PERREAULT,56,20202021,90.5,33.12%,37.13%,36.38%
PAUL STASTNYFWPG20-21,Paul Stastny,F,WPG,20-21,Power Play,PAUL STASTNY,56,20202021,164.7666667,60.29%,42.78%,58.88%
NIC DOWDFWSH20-21,Nic Dowd,F,WSH,20-21,Power Play,NIC DOWD,56,20202021,6.45,2.56%,36.35%,29.80%
